,subject_id,academic_over_social,age,anxious,bookish,books_over_parties,calm,collect_books,conventional,critical,dependable,diagnosed_autistic,disorganized,education,engnat,enjoy_learning,excited_about_research,extraverted,familysize,gender,hand,hobbies_over_people,in_advanced_classes,intelligence_over_appearance,interested_science,introspective,libraries_over_publicspace,like_dry_topics,like_hard_material,like_science_fiction,like_superheroes,major,married,online_over_inperson,opennness,play_many_videogames,playes_rpgs,prefer_fictional_people,race_arab,race_asian,race_black,race_hispanic,race_native_american,race_native_austrailian,race_nerdy,race_white,read_tech_reports,religion,reserved,socially_awkward,strange_person,sympathetic,urban,voted,was_odd_child,watch_science_shows,writing_novel
318,318,4.0,,5.0,1.0,4.0,7.0,5.0,3.0,5.0,5.0,2.0,5.0,,,1.0,5.0,2.0,,,,3.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,,,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,7.0,4.0,5.0,5.0,,,3.0,4.0,1.0
319,319,3.0,,1.0,1.0,2.0,5.0,1.0,1.0,7.0,7.0,2.0,7.0,,,1.0,1.0,4.0,,,,1.0,2.0,5.0,5.0,5.0,4.0,1.0,4.0,5.0,5.0,,,5.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,6.0,5.0,4.0,5.0,,,1.0,5.0,3.0
320,320,3.0,26.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,Psychology,1.0,4.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,7.0,3.0,3.0,5.0,2.0,2.0,3.0,5.0,5.0
321,321,2.0,,6.0,2.0,4.0,3.0,1.0,2.0,5.0,5.0,2.0,3.0,,,1.0,3.0,3.0,,,,3.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,,,4.0,6.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,5.0,3.0,4.0,5.0,,,4.0,4.0,4.0
322,322,3.0,29.0,6.0,5.0,4.0,3.0,4.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,Business Management,1.0,5.0,1.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,5.0,4.0
323,323,3.0,,4.0,3.0,4.0,4.0,1.0,2.0,4.0,7.0,2.0,2.0,,,1.0,3.0,6.0,,,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,1.0,,,3.0,6.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,4.0,4.0,4.0,6.0,,,3.0,2.0,1.0
324,324,5.0,48.0,5.0,3.0,4.0,6.0,5.0,1.0,3.0,6.0,2.0,4.0,4.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,4.0,5.0,3.0,5.0,4.0,5.0,biology,2.0,3.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,7.0,4.0,5.0,6.0,3.0,1.0,5.0,5.0,1.0
325,325,4.0,,7.0,2.0,4.0,1.0,4.0,1.0,4.0,5.0,2.0,6.0,,,1.0,4.0,6.0,,,,1.0,1.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,1.0,,,3.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,2.0,5.0,4.0,6.0,,,3.0,3.0,1.0
326,326,3.0,,6.0,2.0,5.0,2.0,3.0,1.0,6.0,6.0,2.0,5.0,,,4.0,5.0,2.0,,,,1.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,4.0,1.0,,,3.0,7.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,,5.0,5.0,5.0,5.0,,,5.0,5.0,1.0
327,327,3.0,,6.0,3.0,4.0,1.0,5.0,1.0,7.0,5.0,2.0,3.0,,,3.0,5.0,3.0,,,,1.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,,,5.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,2.0,5.0,5.0,1.0,,,5.0,5.0,5.0
328,328,5.0,17.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,2.0,2.0,1.0,2.0,5.0,5.0,2.0,2.0,3.0,1.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,unknown,1.0,4.0,7.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,5.0,5.0,7.0,3.0,2.0,1.0,4.0,2.0
329,329,4.0,20.0,5.0,3.0,5.0,6.0,5.0,6.0,6.0,5.0,2.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,Economics,1.0,4.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,7.0,5.0,5.0,2.0,2.0,1.0,4.0,5.0,1.0
330,330,3.0,32.0,6.0,4.0,4.0,2.0,2.0,2.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,biochemistry,1.0,4.0,6.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0
331,331,4.0,,6.0,4.0,4.0,6.0,4.0,2.0,5.0,5.0,2.0,5.0,,,1.0,3.0,4.0,,,,3.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,,,4.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,6.0,4.0,4.0,6.0,,,3.0,4.0,5.0
332,332,3.0,18.0,2.0,1.0,5.0,4.0,5.0,1.0,2.0,3.0,2.0,6.0,2.0,1.0,1.0,5.0,7.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,5.0,3.0,unknown,1.0,2.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,5.0,5.0,7.0,1.0,1.0,1.0,4.0,4.0
333,333,4.0,,7.0,5.0,5.0,2.0,4.0,1.0,3.0,4.0,1.0,7.0,,,1.0,3.0,2.0,,,,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,,,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,5.0,5.0,3.0,2.0,,,4.0,5.0,2.0
334,334,4.0,20.0,1.0,2.0,5.0,6.0,5.0,5.0,6.0,6.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,5.0,4.0,4.0,5.0,1.0,1.0,5.0,5.0,4.0,1.0,Philosophy,1.0,1.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,5.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0
335,335,2.0,52.0,1.0,5.0,3.0,5.0,1.0,3.0,1.0,6.0,2.0,4.0,2.0,1.0,1.0,4.0,5.0,8.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,5.0,5.0,Computers ,2.0,3.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,4.0,5.0,3.0,7.0,2.0,1.0,1.0,3.0,1.0
336,336,5.0,26.0,6.0,3.0,5.0,6.0,5.0,1.0,7.0,7.0,2.0,6.0,3.0,2.0,4.0,5.0,2.0,6.0,1.0,1.0,5.0,5.0,4.0,3.0,1.0,5.0,3.0,5.0,5.0,3.0,physics,1.0,5.0,6.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,7.0,5.0,5.0,4.0,1.0,2.0,5.0,5.0,2.0
337,337,4.0,14.0,3.0,4.0,4.0,6.0,4.0,3.0,5.0,6.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,unknown,1.0,5.0,6.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,4.0,5.0,2.0,2.0,2.0,5.0,5.0,4.0
338,338,4.0,19.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,unknown,1.0,4.0,7.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,6.0,5.0,5.0,5.0,1.0,1.0,3.0,5.0,2.0
339,339,4.0,22.0,1.0,2.0,5.0,6.0,2.0,2.0,5.0,6.0,2.0,2.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,Electrical Engineeirng,1.0,2.0,6.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,1.0
340,340,4.0,,7.0,4.0,4.0,2.0,4.0,2.0,7.0,7.0,2.0,5.0,,,2.0,4.0,2.0,,,,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,1.0,,,4.0,5.0,5.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,3.0,2.0,4.0,5.0,,,4.0,4.0,3.0
341,341,3.0,27.0,2.0,2.0,4.0,6.0,4.0,2.0,6.0,6.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,Computer science,1.0,4.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,5.0,1.0
342,342,1.0,,6.0,5.0,1.0,1.0,3.0,1.0,4.0,7.0,2.0,6.0,,,1.0,1.0,1.0,,,,1.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,,,5.0,7.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,7.0,5.0,1.0,5.0,,,1.0,2.0,5.0
343,343,5.0,17.0,1.0,5.0,4.0,7.0,4.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,5.0,7.0,3.0,1.0,1.0,2.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,Computer Science,1.0,2.0,7.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,12.0,7.0,5.0,4.0,7.0,2.0,2.0,4.0,5.0,1.0
344,344,3.0,,6.0,3.0,3.0,5.0,5.0,1.0,6.0,5.0,2.0,6.0,,,1.0,5.0,3.0,,,,4.0,2.0,5.0,5.0,4.0,4.0,1.0,3.0,3.0,2.0,,,4.0,5.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,3.0,5.0,5.0,3.0,,,3.0,4.0,2.0
345,345,5.0,43.0,7.0,4.0,1.0,2.0,4.0,1.0,5.0,1.0,2.0,5.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,3.0,Healthcare ,2.0,3.0,5.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,5.0,5.0,5.0,7.0,1.0,1.0,5.0,5.0,1.0
346,346,3.0,,2.0,2.0,2.0,6.0,4.0,1.0,5.0,6.0,2.0,3.0,,,2.0,2.0,7.0,,,,2.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,5.0,4.0,,,2.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,2.0,5.0,4.0,6.0,,,3.0,4.0,3.0
347,347,5.0,25.0,5.0,4.0,3.0,6.0,5.0,3.0,3.0,4.0,2.0,5.0,3.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,Information tech,1.0,3.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,4.0,4.0,6.0,2.0,2.0,3.0,5.0,5.0
348,348,1.0,,1.0,2.0,4.0,7.0,5.0,1.0,6.0,5.0,2.0,7.0,,,1.0,5.0,4.0,,,,3.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,,,1.0,7.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,7.0,5.0,5.0,1.0,,,1.0,5.0,5.0
349,349,5.0,19.0,6.0,5.0,4.0,3.0,2.0,6.0,1.0,3.0,2.0,5.0,2.0,2.0,2.0,5.0,6.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,4.0,5.0,4.0,5.0,1.0,unknown,1.0,4.0,3.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,6.0,5.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0
350,350,2.0,,6.0,2.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,4.0,,,2.0,2.0,5.0,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,,,3.0,6.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,3.0,4.0,4.0,6.0,,,3.0,4.0,3.0
351,351,4.0,,2.0,3.0,4.0,6.0,4.0,2.0,3.0,6.0,2.0,5.0,,,1.0,3.0,6.0,,,,1.0,4.0,2.0,4.0,3.0,2.0,1.0,5.0,4.0,2.0,,,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,3.0,4.0,4.0,7.0,,,3.0,4.0,2.0
352,352,5.0,,2.0,3.0,5.0,6.0,5.0,1.0,5.0,1.0,2.0,7.0,,,1.0,4.0,4.0,,,,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,5.0,,,4.0,7.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.0,5.0,5.0,3.0,,,3.0,5.0,2.0
353,353,3.0,20.0,6.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,Elementary Education,1.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,2.0
354,354,1.0,,3.0,2.0,1.0,6.0,2.0,2.0,6.0,5.0,2.0,3.0,,,1.0,4.0,7.0,,,,5.0,5.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,4.0,,,2.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,3.0,3.0,1.0,5.0,,,4.0,5.0,3.0
355,355,4.0,,2.0,5.0,4.0,6.0,4.0,1.0,1.0,6.0,2.0,1.0,,,4.0,5.0,3.0,,,,1.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,5.0,1.0,,,4.0,7.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,,6.0,5.0,4.0,7.0,,,4.0,4.0,1.0
356,356,5.0,14.0,7.0,5.0,5.0,7.0,5.0,4.0,5.0,3.0,2.0,7.0,1.0,2.0,5.0,5.0,6.0,3.0,2.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,unknown,1.0,5.0,7.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,7.0,5.0,3.0,4.0,3.0,2.0,5.0,1.0,1.0
357,357,5.0,,5.0,5.0,5.0,2.0,5.0,1.0,3.0,3.0,2.0,6.0,,,5.0,5.0,1.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,7.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,5.0,5.0,3.0,,,5.0,5.0,4.0
358,358,1.0,,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,,,1.0,3.0,2.0,,,,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,,3.0,6.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,5.0,1.0,1.0,6.0,,,1.0,1.0,1.0
359,359,2.0,,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,,,2.0,3.0,5.0,,,,3.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,,,4.0,6.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,4.0,3.0,4.0,4.0,,,3.0,4.0,2.0
360,360,4.0,,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,5.0,,,5.0,5.0,2.0,,,,1.0,4.0,1.0,3.0,5.0,2.0,5.0,3.0,3.0,1.0,,,5.0,5.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,6.0,3.0,4.0,6.0,,,1.0,3.0,3.0
361,361,3.0,16.0,7.0,4.0,3.0,2.0,1.0,6.0,6.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,2.0,1.0,unknown,1.0,5.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,7.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0
362,362,2.0,19.0,7.0,4.0,4.0,7.0,5.0,5.0,4.0,5.0,2.0,5.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,Tourism management,1.0,5.0,6.0,3.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,4.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0
363,363,2.0,69.0,6.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,unknown,1.0,4.0,2.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,5.0
364,364,4.0,,6.0,4.0,5.0,2.0,4.0,3.0,5.0,6.0,2.0,1.0,,,1.0,1.0,3.0,,,,5.0,0.0,5.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,,,5.0,7.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,,6.0,5.0,5.0,5.0,,,5.0,4.0,3.0
365,365,5.0,46.0,5.0,5.0,3.0,5.0,5.0,4.0,1.0,7.0,1.0,1.0,4.0,1.0,5.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,Natural Sciences,3.0,5.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,7.0,5.0,5.0,6.0,2.0,2.0,4.0,5.0,3.0
366,366,4.0,,6.0,3.0,3.0,3.0,3.0,7.0,4.0,3.0,2.0,5.0,,,2.0,3.0,1.0,,,,2.0,5.0,2.0,4.0,5.0,5.0,1.0,5.0,3.0,5.0,,,4.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,,7.0,3.0,3.0,4.0,,,5.0,5.0,3.0
367,367,4.0,52.0,3.0,3.0,2.0,6.0,3.0,3.0,5.0,5.0,2.0,2.0,4.0,1.0,2.0,5.0,6.0,5.0,2.0,1.0,2.0,5.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,Industrial Engineering and Education,3.0,2.0,5.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,3.0,4.0,4.0,6.0,2.0,1.0,2.0,5.0,4.0
368,368,4.0,16.0,6.0,5.0,3.0,6.0,5.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,unknown,1.0,4.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,6.0,4.0,4.0,7.0,2.0,2.0,4.0,5.0,4.0
369,369,4.0,,6.0,2.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,6.0,,,4.0,4.0,4.0,,,,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,,,4.0,2.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,6.0,2.0,4.0,5.0,,,4.0,3.0,3.0
370,370,4.0,33.0,1.0,1.0,4.0,7.0,2.0,7.0,5.0,6.0,2.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,Business,1.0,2.0,3.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0
371,371,3.0,19.0,4.0,5.0,4.0,7.0,4.0,4.0,5.0,1.0,2.0,6.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,psychology,1.0,5.0,5.0,4.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0
372,372,4.0,,3.0,3.0,5.0,3.0,3.0,1.0,3.0,5.0,2.0,3.0,,,3.0,5.0,3.0,,,,3.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,,,5.0,7.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,7.0,3.0,5.0,6.0,,,4.0,5.0,4.0
373,373,1.0,,3.0,3.0,4.0,2.0,1.0,4.0,5.0,1.0,2.0,3.0,,,1.0,5.0,2.0,,,,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,,,2.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,4.0,1.0,1.0,5.0,,,2.0,2.0,5.0
374,374,3.0,,6.0,2.0,4.0,5.0,3.0,1.0,4.0,5.0,2.0,7.0,,,2.0,2.0,5.0,,,,4.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,3.0,,,4.0,7.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,4.0,5.0,4.0,5.0,,,4.0,4.0,2.0
375,375,2.0,,3.0,3.0,4.0,6.0,5.0,1.0,4.0,5.0,2.0,7.0,,,1.0,3.0,6.0,,,,2.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,5.0,4.0,,,2.0,7.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,3.0,5.0,5.0,6.0,,,3.0,4.0,2.0
376,376,1.0,,7.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,2.0,5.0,,,1.0,1.0,1.0,,,,3.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,,4.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,6.0,1.0,4.0,5.0,,,4.0,4.0,1.0
377,377,5.0,26.0,3.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,2.0,6.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,Creative writing,1.0,5.0,7.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,7.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,4.0
378,378,3.0,18.0,7.0,4.0,4.0,1.0,4.0,3.0,2.0,6.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,unknown,1.0,2.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,4.0,1.0
379,379,5.0,,7.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,2.0,3.0,,,5.0,5.0,1.0,,,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,5.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,5.0,5.0,5.0,5.0,,,5.0,5.0,2.0
380,380,5.0,,6.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,,,3.0,5.0,1.0,,,,4.0,5.0,3.0,5.0,5.0,2.0,5.0,2.0,5.0,3.0,,,5.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,,5.0,4.0,3.0,4.0,,,4.0,3.0,2.0
381,381,4.0,20.0,7.0,5.0,3.0,5.0,4.0,2.0,5.0,6.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,unknown,1.0,5.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,7.0,5.0,5.0,1.0,2.0,2.0,4.0,5.0,3.0
