,subject_id,academic_over_social,age,anxious,bookish,books_over_parties,calm,collect_books,conventional,critical,dependable,diagnosed_autistic,disorganized,education,engnat,enjoy_learning,excited_about_research,extraverted,familysize,gender,hand,hobbies_over_people,in_advanced_classes,intelligence_over_appearance,interested_science,introspective,libraries_over_publicspace,like_dry_topics,like_hard_material,like_science_fiction,like_superheroes,major,married,online_over_inperson,opennness,play_many_videogames,playes_rpgs,prefer_fictional_people,race_arab,race_asian,race_black,race_hispanic,race_native_american,race_native_austrailian,race_nerdy,race_white,read_tech_reports,religion,reserved,socially_awkward,strange_person,sympathetic,urban,voted,was_odd_child,watch_science_shows,writing_novel
0,0,5.0,,1.0,5.0,5.0,7.0,5.0,1.0,1.0,7.0,2.0,1.0,,,5.0,5.0,1.0,,,,4.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,,,4.0,6.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,5.0,5.0,7.0,,,5.0,5.0,3.0
1,1,2.0,50.0,4.0,4.0,4.0,6.0,5.0,1.0,3.0,5.0,2.0,5.0,4.0,1.0,3.0,4.0,5.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,5.0,1.0,3.0,4.0,4.0,biophysics,1.0,3.0,5.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,5.0,4.0,5.0,2.0,1.0,3.0,5.0,1.0
2,2,5.0,22.0,7.0,5.0,5.0,2.0,5.0,1.0,6.0,3.0,2.0,6.0,3.0,2.0,5.0,5.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,biology,1.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,7.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,4.0
3,3,5.0,,4.0,4.0,5.0,7.0,5.0,1.0,2.0,7.0,2.0,1.0,,,1.0,5.0,7.0,,,,5.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,,,5.0,7.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,2.0,5.0,5.0,6.0,,,5.0,5.0,4.0
4,4,4.0,,3.0,5.0,5.0,6.0,4.0,2.0,5.0,4.0,2.0,5.0,,,4.0,4.0,2.0,,,,4.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,,,5.0,7.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,6.0,0.0,5.0,5.0,,,5.0,4.0,1.0
5,5,4.0,18.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,Geology,1.0,3.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0
6,6,4.0,18.0,1.0,4.0,5.0,6.0,5.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,5.0,1.0,3.0,5.0,1.0,5.0,3.0,unknown,1.0,3.0,7.0,3.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,1.0
7,7,3.0,21.0,7.0,3.0,5.0,1.0,5.0,4.0,6.0,5.0,2.0,7.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,unknown,1.0,4.0,6.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,5.0,5.0,5.0,6.0,2.0,1.0,3.0,3.0,3.0
8,8,3.0,25.0,5.0,5.0,4.0,3.0,2.0,1.0,1.0,5.0,2.0,7.0,3.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,psychology,1.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,3.0,4.0,7.0,2.0,2.0,3.0,0.0,5.0
9,9,3.0,17.0,6.0,4.0,5.0,5.0,4.0,2.0,6.0,3.0,2.0,7.0,1.0,2.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,unknown,1.0,5.0,6.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,5.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0
10,10,5.0,15.0,7.0,5.0,5.0,1.0,5.0,1.0,5.0,6.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,unknown,1.0,5.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,5.0,5.0,7.0,1.0,2.0,5.0,5.0,5.0
11,11,4.0,,6.0,4.0,5.0,3.0,2.0,2.0,1.0,7.0,2.0,4.0,,,5.0,4.0,2.0,,,,4.0,3.0,2.0,4.0,5.0,1.0,5.0,4.0,2.0,2.0,,,4.0,5.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,6.0,2.0,4.0,7.0,,,4.0,1.0,1.0
12,12,3.0,,1.0,4.0,4.0,7.0,4.0,2.0,6.0,6.0,2.0,3.0,,,4.0,5.0,4.0,,,,1.0,4.0,4.0,5.0,5.0,5.0,3.0,1.0,2.0,5.0,,,5.0,6.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,6.0,5.0,4.0,3.0,,,3.0,5.0,1.0
13,13,5.0,,7.0,5.0,0.0,6.0,5.0,2.0,5.0,7.0,2.0,6.0,,,0.0,5.0,3.0,,,,5.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,,,5.0,7.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,3.0,5.0,5.0,7.0,,,0.0,5.0,5.0
14,14,2.0,31.0,3.0,1.0,3.0,6.0,4.0,2.0,6.0,6.0,2.0,5.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,information technology,2.0,4.0,6.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0
15,15,4.0,39.0,2.0,2.0,5.0,5.0,5.0,3.0,1.0,6.0,2.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,5.0,5.0,Digital Media,3.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,3.0,4.0,2.0,2.0,2.0,5.0,5.0,1.0
16,16,4.0,,2.0,5.0,3.0,2.0,4.0,2.0,3.0,6.0,2.0,7.0,,,3.0,5.0,1.0,,,,5.0,5.0,2.0,3.0,4.0,5.0,5.0,1.0,4.0,1.0,,,4.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,,5.0,4.0,3.0,7.0,,,4.0,4.0,3.0
17,17,2.0,,2.0,3.0,3.0,7.0,4.0,4.0,4.0,5.0,2.0,2.0,,,1.0,1.0,2.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,,,5.0,5.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,7.0,5.0,3.0,5.0,,,5.0,5.0,5.0
18,18,4.0,,5.0,4.0,5.0,3.0,1.0,3.0,5.0,5.0,2.0,5.0,,,3.0,5.0,1.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,,,5.0,2.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,7.0,3.0,4.0,6.0,,,2.0,3.0,5.0
19,19,4.0,15.0,6.0,5.0,3.0,3.0,4.0,4.0,6.0,4.0,1.0,5.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,unknown,1.0,4.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,2.0
20,20,4.0,,5.0,4.0,5.0,5.0,4.0,5.0,2.0,6.0,2.0,1.0,,,1.0,5.0,3.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,,,4.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,6.0,4.0,4.0,5.0,,,4.0,4.0,1.0
21,21,4.0,,5.0,4.0,5.0,6.0,4.0,5.0,1.0,7.0,2.0,2.0,,,2.0,5.0,1.0,,,,4.0,4.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,,,5.0,6.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,4.0,5.0,7.0,,,4.0,4.0,4.0
22,22,5.0,20.0,1.0,5.0,5.0,7.0,5.0,6.0,2.0,6.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,chemical engineering,1.0,4.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,7.0,4.0,2.0,5.0,3.0,2.0,4.0,5.0,2.0
23,23,4.0,,7.0,5.0,5.0,7.0,5.0,1.0,7.0,4.0,2.0,2.0,,,5.0,5.0,2.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,,,5.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,6.0,5.0,5.0,1.0,,,5.0,5.0,5.0
24,24,3.0,,7.0,1.0,5.0,1.0,5.0,2.0,5.0,3.0,2.0,5.0,,,1.0,5.0,3.0,,,,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,,,4.0,6.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,,5.0,5.0,5.0,6.0,,,2.0,5.0,5.0
25,25,4.0,,2.0,3.0,4.0,6.0,4.0,2.0,6.0,6.0,2.0,2.0,,,3.0,4.0,2.0,,,,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,,,4.0,6.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,,6.0,4.0,3.0,4.0,,,4.0,4.0,2.0
26,26,4.0,17.0,6.0,0.0,4.0,1.0,4.0,2.0,3.0,6.0,1.0,6.0,1.0,1.0,3.0,5.0,5.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,1.0,unknown,1.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0
27,27,4.0,50.0,3.0,5.0,5.0,6.0,4.0,3.0,5.0,6.0,2.0,1.0,3.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,Math,1.0,5.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,5.0,5.0,2.0,2.0,2.0,4.0,5.0,2.0
28,28,4.0,,2.0,4.0,5.0,6.0,3.0,3.0,6.0,3.0,2.0,5.0,,,4.0,5.0,2.0,,,,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,,,3.0,6.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,4.0,4.0,5.0,,,5.0,5.0,1.0
29,29,5.0,15.0,4.0,3.0,4.0,4.0,5.0,1.0,4.0,6.0,1.0,5.0,1.0,1.0,3.0,3.0,6.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,5.0,4.0,unknown,1.0,3.0,6.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,6.0,4.0,4.0,7.0,3.0,2.0,3.0,5.0,5.0
30,30,3.0,,2.0,4.0,4.0,3.0,2.0,1.0,5.0,6.0,2.0,5.0,,,2.0,4.0,5.0,,,,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,,,4.0,6.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,,5.0,3.0,4.0,3.0,,,4.0,3.0,4.0
31,31,5.0,,7.0,5.0,5.0,1.0,5.0,1.0,7.0,6.0,2.0,1.0,,,5.0,5.0,1.0,,,,1.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,,,5.0,5.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,4.0,5.0,5.0,,,5.0,5.0,5.0
32,32,4.0,,7.0,4.0,5.0,2.0,3.0,7.0,5.0,6.0,2.0,3.0,,,1.0,5.0,2.0,,,,1.0,4.0,5.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,,,5.0,6.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,6.0,4.0,5.0,7.0,,,5.0,5.0,1.0
33,33,4.0,,5.0,2.0,2.0,6.0,5.0,3.0,6.0,6.0,2.0,5.0,,,1.0,2.0,7.0,,,,5.0,5.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,5.0,,,2.0,7.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,5.0,4.0,4.0,7.0,,,2.0,5.0,2.0
34,34,4.0,,2.0,5.0,4.0,7.0,5.0,2.0,6.0,7.0,2.0,6.0,,,4.0,5.0,2.0,,,,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,,,5.0,7.0,3.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,6.0,5.0,5.0,3.0,,,5.0,5.0,2.0
35,35,4.0,,4.0,5.0,5.0,6.0,4.0,1.0,5.0,6.0,2.0,5.0,,,5.0,4.0,3.0,,,,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,,,4.0,7.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,6.0,4.0,5.0,5.0,,,5.0,5.0,2.0
36,36,3.0,43.0,1.0,4.0,5.0,7.0,4.0,2.0,1.0,6.0,2.0,6.0,2.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,unknown,1.0,3.0,6.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0
37,37,3.0,,7.0,4.0,5.0,1.0,3.0,2.0,7.0,5.0,2.0,7.0,,,1.0,4.0,6.0,,,,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,,,4.0,6.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,4.0,4.0,4.0,2.0,,,3.0,4.0,5.0
38,38,3.0,17.0,7.0,5.0,3.0,3.0,2.0,2.0,5.0,6.0,2.0,7.0,4.0,2.0,5.0,5.0,6.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,1.0,5.0,3.0,1.0,3.0,Math,1.0,3.0,6.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,2.0,5.0,7.0,3.0,2.0,5.0,3.0,1.0
39,39,3.0,18.0,5.0,5.0,3.0,2.0,4.0,2.0,7.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,4.0,4.0,unknown,1.0,5.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,4.0
40,40,4.0,,3.0,3.0,5.0,5.0,5.0,1.0,4.0,7.0,1.0,2.0,,,4.0,5.0,6.0,,,,3.0,3.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,3.0,,,4.0,7.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,6.0,5.0,5.0,6.0,,,4.0,5.0,3.0
41,41,5.0,,6.0,5.0,5.0,2.0,2.0,1.0,5.0,1.0,2.0,7.0,,,3.0,5.0,1.0,,,,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,,,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,5.0,5.0,7.0,,,1.0,5.0,2.0
42,42,1.0,16.0,5.0,2.0,5.0,7.0,3.0,1.0,5.0,5.0,2.0,6.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,unknown,1.0,3.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,2.0,4.0,6.0,3.0,2.0,3.0,5.0,1.0
43,43,3.0,,5.0,5.0,4.0,3.0,4.0,2.0,2.0,6.0,2.0,6.0,,,2.0,4.0,5.0,,,,4.0,4.0,5.0,4.0,3.0,5.0,5.0,2.0,2.0,5.0,,,5.0,7.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,3.0,3.0,5.0,5.0,,,2.0,5.0,4.0
44,44,3.0,17.0,7.0,5.0,4.0,1.0,5.0,1.0,7.0,6.0,2.0,5.0,2.0,1.0,3.0,5.0,7.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,3.0,4.0,unknown,1.0,5.0,4.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,12.0,5.0,3.0,5.0,6.0,2.0,2.0,3.0,4.0,5.0
45,45,3.0,15.0,7.0,5.0,3.0,2.0,1.0,6.0,6.0,5.0,2.0,6.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,none,1.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,5.0
46,46,4.0,37.0,2.0,3.0,3.0,5.0,4.0,5.0,2.0,6.0,2.0,3.0,3.0,2.0,1.0,3.0,6.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,biochemistry,1.0,3.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,4.0,5.0,7.0,3.0,2.0,3.0,5.0,4.0
47,47,4.0,20.0,3.0,5.0,2.0,4.0,3.0,5.0,3.0,7.0,2.0,5.0,2.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,4.0,5.0,3.0,4.0,1.0,2.0,4.0,5.0,4.0,4.0,Software Engineering,1.0,2.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0
48,48,4.0,19.0,7.0,4.0,5.0,1.0,5.0,1.0,6.0,1.0,1.0,7.0,2.0,1.0,2.0,5.0,4.0,1.0,3.0,1.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,2.0,unknown,1.0,5.0,6.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,5.0,5.0,3.0,2.0,1.0,4.0,3.0,5.0
49,49,2.0,21.0,6.0,5.0,4.0,5.0,5.0,1.0,5.0,4.0,2.0,5.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,Art,1.0,5.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,7.0,3.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0
50,50,4.0,18.0,1.0,4.0,4.0,3.0,5.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,4.0,4.0,6.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,unknown,1.0,4.0,7.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,5.0,5.0,4.0,5.0,2.0,2.0,4.0,5.0,2.0
51,51,3.0,,7.0,5.0,5.0,2.0,4.0,5.0,5.0,6.0,2.0,2.0,,,1.0,2.0,1.0,,,,4.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0,2.0,,,5.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,7.0,5.0,5.0,4.0,,,2.0,5.0,4.0
52,52,3.0,,6.0,1.0,5.0,1.0,3.0,1.0,6.0,2.0,2.0,7.0,,,1.0,4.0,6.0,,,,1.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,1.0,,,4.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,,5.0,4.0,5.0,1.0,,,1.0,3.0,4.0
53,53,3.0,56.0,2.0,3.0,4.0,6.0,5.0,1.0,2.0,6.0,2.0,5.0,4.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,history,2.0,4.0,6.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,6.0,5.0,4.0,6.0,2.0,1.0,3.0,4.0,1.0
54,54,2.0,22.0,4.0,3.0,3.0,6.0,2.0,3.0,5.0,6.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,psychology,1.0,3.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,4.0,6.0,1.0,1.0,3.0,5.0,1.0
55,55,4.0,32.0,5.0,4.0,5.0,2.0,4.0,2.0,6.0,6.0,1.0,3.0,3.0,1.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,Internet Computing,1.0,4.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,6.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0
56,56,4.0,49.0,2.0,4.0,5.0,6.0,4.0,2.0,3.0,6.0,2.0,3.0,4.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,engineering,1.0,4.0,6.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,7.0,4.0,5.0,5.0,2.0,1.0,4.0,5.0,2.0
57,57,3.0,14.0,2.0,3.0,4.0,6.0,5.0,4.0,6.0,6.0,2.0,3.0,1.0,2.0,1.0,4.0,5.0,2.0,1.0,1.0,4.0,5.0,1.0,3.0,2.0,4.0,1.0,4.0,4.0,4.0,unknown,1.0,4.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,1.0,5.0,3.0,3.0,2.0,4.0,4.0,1.0
58,58,4.0,39.0,2.0,4.0,2.0,6.0,3.0,4.0,5.0,6.0,2.0,6.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,4.0,3.0,4.0,psychology,2.0,3.0,6.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0
59,59,5.0,,2.0,3.0,4.0,6.0,5.0,2.0,2.0,7.0,2.0,1.0,,,4.0,5.0,5.0,,,,3.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,2.0,,,5.0,5.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,5.0,5.0,5.0,6.0,,,4.0,5.0,4.0
60,60,5.0,,3.0,5.0,5.0,6.0,5.0,2.0,6.0,3.0,2.0,3.0,,,3.0,2.0,3.0,,,,1.0,3.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,,,5.0,6.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,7.0,2.0,5.0,1.0,,,5.0,5.0,2.0
61,61,3.0,17.0,7.0,2.0,5.0,1.0,2.0,1.0,6.0,6.0,2.0,7.0,2.0,1.0,1.0,3.0,7.0,3.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,1.0,unknown,1.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,4.0,5.0,7.0,2.0,2.0,3.0,3.0,5.0
62,62,1.0,14.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,7.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,2.0,1.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,2.0,unknown,1.0,3.0,7.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,5.0,6.0,2.0,2.0,4.0,5.0,3.0
63,63,3.0,,5.0,3.0,4.0,6.0,3.0,1.0,1.0,7.0,2.0,2.0,,,1.0,3.0,5.0,,,,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,,,5.0,6.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,6.0,2.0,5.0,6.0,,,4.0,4.0,4.0
